Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Prismatic	0	1	1	27		20				0	120	ac%		30	40	skilltab	12	3	3	res-cold		21	30	lpur	amul												0	0
Prismatic	0	1	1	62		46				0	120	dmg%		50	60	hit-skill	Weaken	8	3	res-all		30	30	lpur	ring												0	0
Azure	0	1	1	5		3				0	121	all-stats		5	5	manasteal	0	2	2	mana	0	20	20		armo	rod	miss	ring	amul								0	0
Lapis	0	1	1	12		9				0	121	dex		10	10	ease		-15	-15	manasteal	0	5	5		armo	ring	amul	rod									0	0
Lapis	0	1	1	35		26				0	121	swing3		30	30	block2		65	65	att-undead		326	450		weap	glov						rod					0	0
Cobalt	0	1	1	18		13				0	121	dex		3	3	ac		25	25	sor		2	2		armo	ring	amul	rod				glov					0	0
Cobalt	0	1	1	55		41				0	121	allskills		2	2	light-thorns		4	4	dmg-min		15	20		weap	glov						rod					0	0
																																					0	0
Sapphire	0	1	1	25		18				0	121	sor		3	3	hp		100	150	res-pois	0	5	10	lblu	rod	boot	ring	amul	miss			scep					0	0
																																					0	0
																																					0	0
Crimson	0	1	1	5		3				0	122	att		20	20	stam		12	24	lifesteal		4	7		armo	rod	miss	ring	amul	amul							0	0
Burgundy	0	1	1	12		9				0	122	dmg%		75	150	lifesteal		3	3	skilltab	17	3	3		armo	rod	ring	amul	amul								0	0
Burgundy	0	1	1	35		26				0	122	heal-kill		14	14	regen-mana	0	12	12	light	0	2	2		weap							rod					0	0
Garnet	0	1	1	18		13				0	122	att		30	30	dmg-ac		-70	-70	res-all		15	15		armo	rod	ring	amul				glov					0	0
Garnet	0	1	1	55		41				0	122	move2		20	20	enr		7	9	lifesteal		4	4		weap	glov						rod					0	0
																																					0	0
Ruby	0	1	1	25		18				0	122	nofreeze		1	1	skilltab	17	1	1	gold%		75	75	lred	wand	staf	boot	ring	amul								0	0
																																					0	0
																																					0	0
Ocher	0	1	1	5		3				0	123	oskill	62	36	6	swing2		40	40	red-dmg		4	4		armo	rod	ring	amul	miss								0	0
Tangerine	0	1	1	12		9				0	123	dmg-pois	100	460	460	res-pois	0	11	20	oskill	21	3	3		armo	ring	amul	rod									0	0
Tangerine	0	1	1	35		26				0	123	deadly/lvl	3			extra-pois		3	5	res-cold		26	30		weap							rod					0	0
Coral	0	1	1	18		13				0	123	move2		30	30	ac%		31	40	dex		5	6		armo	ring	amul	rod				glov					0	0
Coral	0	1	1	55		41				0	123	enr		20	20	nofreeze		1	1	dex		15	15		weap	glov						rod					0	0
																																					0	0
Amber	0	1	1	25		18				0	123	ac-miss		250	250	hp	0	10	10	dmg-min		1	4	lyel	armo	ring	amul	staf	wand			shld	glov				0	0
																																					0	0
																																					0	0
Beryl	0	1	1	5		3				0	124	oskill	118	3	3	block		30	30	nofreeze		1	1		armo	ring	amul	scep	staf	miss							0	0
Jade	0	1	1	12		9				0	124	res-fire		33	33	levelup-skill	Blaze	100	36	red-mag		7	7		armo	ring	amul	scep	staf								0	0
Jade	0	1	1	35		26				0	124	ac		50	50	hp		40	40	mana	0	10	10		weap	ring						staf	scep				0	0
Viridian	0	1	1	18		13				0	124	allskills		1	1	dmg-cold	100	6	22	skilltab	7	2	2		tors	helm	shld	scep	staf	ring	amul						0	0
Viridian	0	1	1	55		41				0	124	death-skill	Meteor	100	48	str		10	10	regen		30	30		weap	boot	glov	belt				staf	scep				0	0
																																					0	0
Emerald	0	1	1	25		18				0	124	dmg-elem	33	63	324	hp		20	20	hit-skill	66	5	1	lgrn	scep	ring	amul										0	0
																																					0	0
Fletcher's	0	1	1	30		22				0	125	ac		30	30	hp		50	50						miss	amul											0	0
Archer's	0	1	1	40		30				0	125	dmg%		200	240	att		110	110	res-pois-len		50	50	cgrn	miss												0	0
Archer's	0	1	1	90		67				0	125	hit-skill	48	5	8	att%		25	25	aura	Vigor	10	10	cgrn	amul												0	0
Monk's	0	1	1	30		22				0	126	balance2		30	30	abs-mag		9	11	cast3		30	30		scep	amul											0	0
Priest's	0	1	1	40		30				0	126	oskill	80	2	2	ac%		220	260	str		11	15	cgrn	scep												0	0
Priest's	0	1	1	90		67				0	126	dmg-undead		50	50	oskill	Guided Arrow	3	5	fire-max		10	10	cgrn	amul												0	0
Summoner's	0	1	1	30		22				0	127	dmg-norm		15	25	skilltab	20	1	1	light		5	5		wand	amul											0	0
Necromancer's	0	1	1	40		30				0	127	fireskill		2	2	cold-min		24	45	cold-max		91	140	cgrn	wand												0	0
Necromancer's	0	1	1	90		67				0	127	str		10	10	swing2		45	45	balance2		30	30	cgrn	amul												0	0
Angel's	0	1	1	30		22				0	128	lifesteal		10	15	cast2		10	10	hp		1	5		staf	amul											0	0
Arch-Angel's	0	1	1	40		30				0	128	dmg%		150	200	oskill	Vengeance	1	1	att	0	100	100	cgrn	staf												0	0
Arch-Angel's	0	1	1	90		67				0	128	manasteal		100	100	enr		20	20	mana	0	31	40	cgrn	amul												0	0
Slayer's	0	1	1	30		22				0	129	thorns		20	20	fire-min	0	5	5	fire-max	0	8	8		mele	amul						rod	h2h				0	0
Berserker's	0	1	1	40		30				0	129	enr		20	20	deadly/lvl	3			res-ltng		30	30	cgrn	mele							rod	h2h				0	0
Berserker's	0	1	1	90		67				0	129	thorns		3	10	dmg-undead		50	50	oskill	12	8	8	cgrn	amul												0	0
																																					0	0
																																					0	0
Triumphant	0	1	1	3		2				0	132	gethit-skill	Mind Blast	6	14	ac		305	415	dmg%		11	20		mele	ring											0	0
Expansion																																						
Stout	100	1	1	1		1				4	101	res-pois		30	30	swing2		20	20	str		20	20		lcha												0	0
Stout	100	1	1	7		5				4	101	dmg-norm		5	10	skilltab	8	2	2	dmg-min		5	8		lcha												0	0
Stout	100	1	1	12		9				4	101	bar		2	2	manasteal		4	7	stam		25	36		lcha												0	0
Burly	100	1	1	17		12				4	101	res-all		30	50	ease		-40	-40	skilltab	15	2	2		lcha												0	0
Burly	100	1	1	22		16				4	101	res-cold		35	35	dmg-undead	0	28	28	ac		30	40		lcha												0	0
Burly	100	1	1	27		20				4	101	res-cold		18	18	att		151	250	ass		3	3		lcha												0	0
Stalwart	100	1		32		24				4	101	res-all		25	35	hp		40	40	mag%		35	35		lcha												0	0
Stalwart	100	1		37		29				4	101	mag%		25	50	att%		20	20	dex		2	2		lcha												0	0
Stalwart	100	1		42		34				4	101	freeze		4	4	dmg-cold		4	44						lcha												0	0
Stout	100	1	1	1		1				4	101	res-fire-max		5	5	all-stats		5	10	hp/lvl	6				mcha												0	0
Stout	100	1	1	14		10				4	101	allskills		2	2	dex		20	30	res-ltng		8	9		mcha												0	0
Stout	100	1	1	20		15				4	101	swing2		15	15	hit-skill	Frost Nova	25	22	dmg-ltng		3	33		mcha												0	0
Burly	100	1	1	26		19				4	101	move2		20	20	abs-fire%		10	20	oskill	81	6	6		mcha												0	0
Burly	100	1	1	32		24				4	101	res-fire-max		10	10	noheal		1	1	res-all		16	20		mcha												0	0
Stalwart	100	1		38		30				4	101	dmg-undead		50	60	dmg%		170	180	hit-skill	91	4	1		mcha												0	0
Stalwart	100	1		45		37				4	101	noheal		1	1	cold-min		2	4	cold-max		4	8		mcha												0	0
Stout	100	1	1	1		1				4	101	dmg%		140	140	lifesteal		8	8	mana		30	34		scha												0	0
Stout	100	1	1	21		15				4	101	block		25	25	regen-mana		15	15	str		25	25		scha												0	0
Burly	100	1	1	36		28				4	101	dmg-pois	100	102	102	dmg-min		5	5	str	0	3	3		scha												0	0
Stalwart	100	1		48		40				4	101	deadly		50	50	red-dmg		15	20	ease		-20	-20		scha												0	0
Blanched	100	1	1	1		1				4	101	ac%		100	120	regen-mana		30	30	block2		50	50	whit	jewl												0	0
Eburin	100	1	1	16		12				4	101	openwounds		33	33	pierce-immunity-fire		300	300	bar		2	2	whit	jewl												0	0
Bone	100	1	1	32		24				4	101	oskill	118	2	2	allskills		2	4	aura	Fanaticism	12	15	whit	jewl												0	0
Ivory	100	1		64		56				4	101	hp		50	50	dmg-cold	125	63	112	mag%/lvl	8			whit	jewl												0	0
Sturdy	1	1	1	1		1				9	101	dmg%/lvl	24			mana	0	5	10	red-dmg		3	3		armo												0	0
Sturdy	1	1	1	4		3				9	101	pois-min		48	48	pois-max		96	96	pois-len		150	150		armo												0	0
Strong	1	1	1	9		6				8	101	all-stats		5	10	hp		6	10	lifesteal	0	8	8		armo												0	0
Glorious	1	1	1	19		14				8	101	hit-skill	52	2	10	crush		10	10	res-ltng		5	5		armo												0	0
Blessed	1	1	1	25		18				7	101	cold-min		4	4	cold-max		8	8	cold-len		75	75		armo												0	0
Saintly	1	1	1	31		23				7	101	regen-mana		25	25	dmg-undead		125	125	mana		13	17	dgld	armo												0	0
Holy	1	1	1	36		27				6	101	res-cold		30	30	red-mag		7	11	stam		16	25	dgld	armo												0	0
Godly	100	1		45		38				3	101	dex/lvl	4			nofreeze		1	1	ease		-40	-40	dgld	armo												0	0
Devious	1	0	1	7		5				5	102	red-mag		1	1										shld	circ	orb	wand	staf								0	0
Blank	1	0	1	14		10				4	102	red-mag		2	2										shld	circ	orb	wand	staf								0	0
Null	100	0	1	21		16				4	102	red-mag		3	5									dblu	shld	circ											0	0
Antimagic	100	0		28		21				4	102	red-mag		6	10									dblu	shld	circ											0	0
Red	100	0	1	4		3				4	103	dmg-min		1	2										lcha												0	0
Red	100	0	1	16		12				4	103	dmg-min		3	3										lcha												0	0
Sanguinary	100	0	1	28		21				4	103	dmg-min		4	4										lcha												0	0
Sanguinary	100	0	1	40		32				4	103	dmg-min		5	6										lcha												0	0
Bloody	100	0		52		46				4	103	dmg-min		7	8										lcha												0	0
Red	100	0	1	11		8				4	103	dmg-min		1	2									dred	mcha												0	0
Sanguinary	100	0	1	33		25				4	103	dmg-min		3	3									dred	mcha												0	0
Bloody	100	0		55		47				4	103	dmg-min		4	4									dred	mcha												0	0
Red	100	0	1	24		16				4	103	dmg-min		1	1									dred	scha												0	0
Sanguinary	100	0	1	41		33				4	103	dmg-min		2	2									dred	scha												0	0
Bloody	100	0		58		50				4	103	dmg-min		3	3									dred	scha												0	0
Scarlet	100	1	1	8		6				4	103	dmg%		30	30	dmg-pois	250	300	300	oskill	240	127	13	dred	jewl												0	0
Crimson	100	1	1	38		30				4	103	ac%		160	200	balance2		30	30	str		20	20	dred	jewl												0	0
Jagged	100	0	1	3		2				4	104	dmg-max		1	2										lcha												0	0
Jagged	100	0	1	10		7				4	104	dmg-max		3	4										lcha												0	0
Jagged	100	0	1	17		12				4	104	dmg-max		5	6										lcha												0	0
Forked	100	0	1	25		18				4	104	dmg-max		7	8										lcha												0	0
Forked	100	0	1	32		24				4	104	dmg-max		9	10										lcha												0	0
Serrated	100	0		39		31				4	104	dmg-max		11	12										lcha												0	0
Serrated	100	0		47		39				4	104	dmg-max		13	14										lcha												0	0
Jagged	100	0	1	10		7				4	104	dmg-max		1	1									blac	mcha												0	0
Jagged	100	0	1	20		15				4	104	dmg-max		2	2									blac	mcha												0	0
Forked	100	0	1	30		22				4	104	dmg-max		3	3									blac	mcha												0	0
Forked	100	0	1	40		32				4	104	dmg-max		4	5									blac	mcha												0	0
Serrated	100	0		50		42				4	104	dmg-max		6	7									blac	mcha												0	0
Jagged	100	0	1	23		17				4	104	dmg-max		1	1									blac	scha												0	0
Forked	100	0	1	38		30				4	104	dmg-max		2	2									blac	scha												0	0
Serrated	100	0		53		45				4	104	dmg-max		3	3									blac	scha												0	0
Carbuncle	100	1	1	12		9				4	104	lifesteal		5	7	skilltab	14	2	3	dmg-cold	50	37	133	dred	jewl												0	0
Carmine	100	1	1	35		27				4	104	dmg-cold	75	3	5	res-cold		35	35	dmg-mag		108	108	dred	jewl												0	0
Vermillion	100	1		58		50				4	104	red-mag		10	15	dmg%		150	150	mag%		1	1	dred	jewl												0	0
Jagged	1	1	1	1		1				9	105	enr		20	20	balance2		20	20	oskill	14	4	4		weap	circ						staf	wand	orb			0	0
Deadly	1	1	1	5		3				9	105	att		50	50	balance2		30	30	lifesteal	0	4	4		weap	circ						staf	wand	orb			0	0
Vicious	1	1	1	8		6				8	105	red-dmg		5	5	balance2		30	30	skilltab	10	1	1		weap							staf	wand	orb			0	0
Brutal	1	1	1	14		10				8	105	red-dmg		2	2	dmg-cold	3	24	38	str		10	10		weap							staf	wand	orb			0	0
Massive	1	1	1	20		15				7	105	dmg%		200	300	oskill	Heart of Wolverine	13	5	cast2		10	10	dgld	weap							staf	wand	orb			0	0
Savage	1	1	1	26		19				7	105	att-undead		100	100	regen		20	20	manasteal		4	5	dgld	weap							staf	wand	orb			0	0
Merciless	1	1	1	32		24				6	105	dmg-fire		25	75	ac%		100	100	dmg-demon		201	300	dgld	weap							staf	wand	orb			0	0
Ferocious	100	1	1	41		33				6	105	str		10	15	gethit-skill	53	18	5	thorns		7	9	blac	weap							staf	wand	orb			0	0
Cruel	100	1		51		43				5	105	skilltab	13	3	3	hit-skill	Decrepify	30	1	hp		20	20	blac	weap							staf	wand	orb			0	0
Cinnabar	100	1	1	1		1				4	105	swing2		20	20	dmg%		20	20	regen	0	3	3	dred	jewl												0	0
Rusty	100	1	1	13		9				4	105	res-fire		30	30	stam		16	25	res-pois		5	5	dred	jewl												0	0
Realgar	100	1	1	45		37				4	105	allskills		1	1	light		-3	-3	dmg%	0	41	50	dred	jewl												0	0
Ruby	100	1		66		58				4	105	slow		50	50	lifesteal	0	3	3	hp		41	60	dred	jewl												0	0
Vulpine	1	1	1	9		6				3	107	ac%		40	50	manasteal		6	8	lifesteal		5	9	cblu	shld	amul	orb	staf									0	0
Dun	100	1	1	7		5				3	107	ac/lvl	10			dmg-norm		15	35						jewl												0	0
Tireless	1	1	1	6		4				4	108	str		8	8	swing2		30	30	extra-pois		25	50		boot												0	0
Tireless	100	1	1	14		10				4	108	crush		40	40	dmg-to-mana		45	45	att	0	60	60		boot												0	0
Brown	100	1	1	39		31				4	108	deadly		50	50	sor		1	3	dex		10	10		jewl												0	0
Rugged	100	1	1	1		1				4	109	lifesteal		3	3	noheal		1	1	res-pois		25	26		lcha												0	0
Rugged	100	1	1	7		5				4	109	cold-min		2	4	cold-max		4	15	cold-len		100	100		lcha												0	0
Rugged	100	1	1	21		15				4	109	manasteal		4	7	half-freeze		1	1	gethit-skill	38	2	0		lcha												0	0
Rugged	100	1	1	1						4	109	dmg%		150	200	regen		10	10	dex	0	4	4		mcha													
Rugged	100	1	1	7		5				4	109	ac%		50	50	oskill	36	3	3	dex		7	9		mcha												0	0
Rugged	100	1	1	21		15				4	109	dmg%		40	50	ac%		30	60	res-pois	0	15	15		mcha												0	0
Rugged	100	1	1	1						4	109	swing2		15	15	allskills		2	4	str		1	1		scha													
Rugged	100	1	1	21		15				4	109	mana		175	175	thorns		14	14	mag%		30	30		scha												0	0
Rugged	1	1	1	1		1				4	109	res-pois		-90	-70	res-pois-len		75	75	regen		3	3		boot	glov	belt	ring	amul	circ							0	0
Rugged	1	1	1	8		6				4	109	fireskill		3	3	move2		30	30	ac-miss		35	35		boot	belt											0	0
Rugged	1	1	1	8		6				4	109	dmg%		250	250	reduce-ac		50	50	ac		20	25		ring	amul	circ										0	0
Vigorous	100	1	1	16		12				4	109	ac%		20	30	dmg-cold	75	50	140	lifesteal		10	10		boot	belt											0	0
Chestnut	100	1	1	1		1				4	109	cold-min		1	1	cold-max		3	6	cold-len		50	50		jewl												0	0
Maroon	100	1	1	17		12				4	109	ac%		40	60	swing2		20	20	dmg-elem		50	200		jewl												0	0
Bronze	100	1	1	1		1				4	110	ac		30	30	hp		10	10	regen		5	8		lcha												0	0
Bronze	100	1	1	7		5				4	110	regen		12	12	dmg-max		6	7	state	fullsetgeneric	1	1		lcha												0	0
Bronze	100	1	1	13		9				4	110	lifesteal		9	15	oskill	Heart of Wolverine	12	3	dmg-pois	100	39	39		lcha												0	0
Iron	100	1	1	19		14				4	110	dmg-elem		55	160	aura	Conviction	12	12	att		75	75		lcha												0	0
Iron	100	1	1	25		18				4	110	res-fire		40	40	swing2		40	40	ac		15	20		lcha												0	0
Iron	100	1	1	31		23				4	110	dmg%		150	180	res-ltng		4	7	hp		16	20		lcha												0	0
Steel	100	1		37		29				4	110	swing2		30	30	ac%		120	150	state	fullsetgeneric	1	1		lcha												0	0
Steel	100	1		43		35				4	110	red-mag		5	5	dex		25	25	balance3		12	12		lcha												0	0
Steel	100	1		49		41				4	110	dmg%		280	330	ac		40	40	lifesteal		4	5		lcha												0	0
Bronze	100	1	1	1		1				4	110	noheal		1	1	allskills		1	1	dmg-max		1	1		mcha												0	0
Bronze	100	1	1	7		5				4	110	red-mag		2	2	hp		21	25	dex		7	9		mcha												0	0
Bronze	100	1	1	16		12				4	110	crush		30	30	str		15	15	hp		31	40		mcha												0	0
Iron	100	1	1	25		18				4	110	ac		40	40	oskill	82	6	6	balance2		25	25		mcha												0	0
Iron	100	1	1	34		26				4	110	att-skill	53	5	3	light		8	8						mcha												0	0
Steel	100	1		43		36				4	110	ac-hth		200	200	dmg-ltng		15	15	oskill	Fire Ball	18	18		mcha												0	0
Steel	100	1		52		44				4	110	dmg%		200	250	allskills		1	1	ac		50	50		mcha												0	0
Bronze	100	1	1	1		1				4	110	extra-ltng		10	20	dmg%		150	190	dmg-pois	125	103	103		scha												0	0
Bronze	100	1	1	21		15				4	110	move2		20	20	ass		2	2	regen-mana		16	16		scha												0	0
Iron	100	1	1	39		31				4	110	res-ltng		30	30	cast2		20	20	att	0	81	100		scha												0	0
Steel	100	1		57		49				4	110	dmg-norm		40	62	skilltab	4	1	1	red-mag		2	2		scha												0	0
Bronze	1	1	1	1		1				8	110	mana		15	15	manasteal		5	5	thorns		3	3		weap	ring	glov	amul	circ			staf	wand	orb			0	0
Iron	1	1	1	4		3				8	110	regen-stam		25	25	swing2		40	40	res-all		25	35		weap	ring	circ					staf	wand	orb			0	0
Steel	1	1	1	8		6				7	110	dmg-ltng		1	6	lifesteal		8	10	res-cold		10	10		weap	ring	circ					staf	wand	orb			0	0
Silver	1	1	1	12		9				7	110	oskill	118	3	3	fire-min		1	1	fire-max		2	6		weap	ring	circ					staf	wand	orb			0	0
Gold	1	1	1	17		12				6	110	balance2		20	20	reduce-ac		25	25	dmg%		325	375	lgld	weap	ring	circ					staf	wand	orb			0	0
Platinum	1	1	1	22		16				6	110	res-cold		35	35	dmg%		200	280	ac%		60	60	lgld	weap	ring	circ					staf	wand	orb			0	0
Meteoric	1	1	1	27		20				5	110	att/lvl	16			red-dmg		3	3	ease		-15	-15	lgld	weap							staf	wand	orb			0	0
Strange	100	1	1	32		24				5	110	dmg%		160	210	allskills		1	1	thorns		10	20	lgld	weap							staf	wand	orb			0	0
Weird	100	1		37		27				4	110	oskill	76	1	3	ac		12	12	str		3	5	lgld	weap							staf	wand	orb			0	0
Nickel	100	1	1	1		1				4	110	ac-hth		50	50	mana%		10	10	red-mag		12	15		jewl												0	0
Tin	100	1	1	8		6				4	110	reduce-ac		33	33	ac		15	15	res-pois		13	15		jewl												0	0
Silver	100	1	1	25		18				4	110	ac%		10	10	ac		1	1	hit-skill	66	5	1		jewl												0	0
Argent	100	1		44		36				4	110	ltng-min		1	1	ltng-max		12	15	cast3		20	20		jewl												0	0
Fine	100	1	1	15		11				4	111	block		30	30	skilltab	14	1	3	dmg-max		10	10		lcha												0	0
Fine	100	1	1	22		16				4	111	regen		15	15	hit-skill	36	10	8	move3		30	30		lcha												0	0
Sharp	100	1	1	29		21				4	111	ac-miss		230	230	hp		21	30	cast3	0	20	20		lcha												0	0
Fine	100	1	1	19		14				4	111	res-all		20	20	hit-skill	Venom	25	15	thorns		20	20		mcha												0	0
Sharp	100	1	1	28		21				4	111	cast2		10	10	regen		16	16	pierce-fire		28	28		mcha												0	0
Fine	100	1		28		21				4	111	ignore-ac		1	1	thorns		10	20	str		10	15		scha												0	0
Sharp	1	1	1	5		3				9	111	pierce-cold		3	5	gethit-skill	71	6	3						weap							staf	wand	orb			0	0
Fine	1	1	1	12		9				9	111	dmg%		50	90	ac%		130	140	res-ltng		11	20		weap							staf	wand	orb			0	0
Warrior's	1	1	1	19		13				8	111	dmg%		150	190	stamdrain		-20	-20	mana	0	31	40		weap							staf	wand	orb			0	0
Soldier's	1	1	1	27		19				8	111	swing2		80	80	sor		2	2	manasteal		9	12		weap							staf	wand	orb			0	0
Knight's	1	1	1	38		30				7	111	dmg%		150	200	regen		20	20	dmg-fire		236	480	dgld	weap							staf	wand	orb			0	0
Lord's	1	1	1	47		39				6	111	att-demon		100	100	ac		25	25	dmg-cold	25	1	1	dgld	weap							staf	wand	orb			0	0
King's	1	1	1	56		48				5	111	ac%		60	100	enr		15	15	nofreeze		1	1	dgld	weap							staf	wand	orb			0	0
Master's	100	1	1	56		48				5	111	dmg%		180	230	extra-cold		8	15	str		10	10	dgld	weap							staf	wand	orb			0	0
Grandmaster's	100	1		69		61				4	111	manasteal		5	5	regen	0	3	3	dex		1	1	dgld	weap							staf	wand	orb			0	0
Glimmering	1	1	1	1		1				1	112	mana		10	10	openwounds		25	25	ac%		81	100		armo	wand	staf	ring	amul	orb							0	0
Glowing	1	1	1	6		4				1	112	skilltab	7	3	3	dex		10	10	light		5	5	lyel	armo	wand	staf	ring	amul	orb							0	0
Bright	100	1	1	1		1				1	112	lifesteal		15	15	gethit-skill	93	5	10	dmg%		200	280		jewl												0	0
Screaming	100	1	1	10		7				3	113	dmg-undead		50	50									oran	weap							miss	swor	axe	pole	spea	0	0
Howling	1	1	1	16		12				3	113	ltng-min		1	1	ltng-max		9	16					oran	weap							miss	swor	axe	pole	spea	0	0
Wailing	100	1	1	20		13				3	113	enr		10	10									oran	weap							miss	swor	axe	pole	spea	0	0
Screaming	100	1	1	10		7				4	113	dmg-max		8	8									oran	miss												0	0
