Generated by WizTree 4.25 5/23/2025 12:22:27 AM (You can hide this message by making a donation)
File Name,Size,Allocated,Modified,Attributes,Files,Folders,MFTRECNO,MFTPARENTRECNO,DRIVECAPACITY,FREESPACE,USEDSPACE,RESERVEDSPACE
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\",5608394,5664768,2025/05/23 00:08:20,0,25,9,5,0,4000768323584,2073123098624,1927645224960,904359936
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\global\excel\charstats.txt",3482,4096,2025/05/20 12:53:12,32,0,0,34,30
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\global\excel\difficultylevels.txt",1064,4096,2025/05/20 12:53:12,32,0,0,36,30
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\local\",2415494,2420736,2025/05/23 00:08:20,16,2,2,29,25
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\local\lng\",2415494,2420736,2025/05/23 00:08:20,16,2,1,31,29
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\local\lng\strings\",2415494,2420736,2025/05/23 00:08:20,16,2,0,54,31
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\local\lng\strings\item-names.json",1975345,1978368,2025/05/20 12:53:12,32,0,0,57,54
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\local\lng\strings\item-nameaffixes.json",440149,442368,2025/05/20 12:53:12,32,0,0,56,54
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\hd\",29989,32768,2025/05/23 00:08:20,16,1,1,28,25
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\hd\character\",29989,32768,2025/05/23 00:08:20,16,1,0,31,28
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\data\hd\character\monsters.json",29989,32768,2025/05/20 12:53:12,32,0,0,55,31
"F:\Galydev\DiabloModWiki\Sample Mods\RandoFun4\RandoFun4.mpq\modinfo.json",44,0,2025/05/20 12:53:12,32,0,0,26,24
